gid;ferrovia;operacao;observacao;extensaokm;bitolatipo;produtos;ferrosigla;pnvcoin;operadora;codpnvsimp;modal;bitola_ext;situacao;cod_pnv;wkt;geometria
37;Ferrovia Norte Brasil S.A.;1989-05-16T00:00:00.000Z;Sem Observação;511;BITOLA METRICA;Sem Informação;FERRONORTE;;América Latina Logítica Malha Norte S.A;EF-364;Ferrovia;1.000;FERROVIA EM TRAFEGO;364FMT0006;MULTILINESTRING((-51.094030090206196 -20.08712283899345,-52.62321090533058 -18.794611410179936,-53.12959923051503 -18.544330515191202,-53.2334260495369 -18.226684331333107,-53.282652371072224 -17.82655100871905,-53.25424633990235 -17.456128926819222,-53.220914951627556 -17.370711731162476,-53.215702794186406 -17.31516356820488));ST_MultiLineString
38;Ferrovia Norte Brasil S.A.;1992-05-16T00:00:00.000Z;Sem Observação;563,7;BITOLA METRICA;Sem Informação;FERRONORTE;;América Latina Logítica Malha Norte S.A;EF-364;Ferrovia;1.000;FERROVIA PLANEJADA;364FMT0000;MULTILINESTRING((-55.85257887880061 -15.719436226111174,-55.906797108837466 -15.691374033138283,-56.097094921200004 -15.596541368465948,-56.27259751821421 -15.438326544456427,-56.60717452506982 -15.074896794887117,-56.8823837244682 -14.960095918935393,-57.56976419677224 -14.431200031326451,-58.07289296904528 -14.037087925651237,-58.76289430611469 -13.46306797984023,-59.34412518958289 -12.945382436665309,-59.79326059091606 -12.520998425458648,-59.97837017192344 -12.349427613130796));ST_MultiLineString
39;Ferrovia Norte Brasil S.A.;1992-05-16T00:00:00.000Z;Sem Observação;713,7;BITOLA METRICA;Sem Informação;FERRONORTE;;América Latina Logítica Malha Norte S.A;EF-364;Ferrovia;1.000;FERROVIA PLANEJADA;364FMT0001;MULTILINESTRING((-55.85257887880061 -15.719436226111174,-55.7052507495153 -15.557858024747297,-55.570111481011814 -15.295719476460734,-55.65891323126581 -14.438199007570946,-55.8054285201329 -14.011970983922275,-55.85870624519564 -13.545784257371052,-55.911983954304375 -13.052958270116788,-55.85870521556655 -12.959721022878485,-55.872024453133264 -12.719967847014164,-55.75214731936154 -12.520173737398386,-55.64558981361681 -12.307059974528446,-55.5123927516825 -11.920791158644322,-55.3525566014351 -11.654398953281186,-55.192720597944536 -11.481244090167106,-55.06736331134448 -11.19429389607735,-55.11814664093864 -11.0162415419061,-55.15248657825407 -10.84251484343561,-55.17044033120969 -10.595389887144137,-55.186151009356095 -10.294959723478378,-55.18793769390615 -10.047346770789177,-55.19535442122959 -9.803371817513428,-55.202771252305254 -9.636943160254274,-55.19827909703126 -9.53033074869459));ST_MultiLineString
40;Ferrovia Norte Brasil S.A.;1992-05-16T00:00:00.000Z;Sem Observação;788,4;BITOLA METRICA;Sem Informação;FERRONORTE;;América Latina Logítica Malha Norte S.A;EF-364;Ferrovia;1.000;FERROVIA PLANEJADA;364FMT0002;MULTILINESTRING((-55.19827909703126 -9.53033074869459,-55.20899401885123 -9.419553301028227,-55.206091023059216 -9.435716368026574,-55.07167992622783 -9.113438250194234,-54.96138393493731 -8.759348952594308,-54.89955129558316 -8.477334872770058,-54.85311374939226 -8.19592576503691,-54.77696298274382 -7.84199337054397,-54.67872184943158 -7.202926759830118,-54.516778423910715 -6.557871108731798,-54.43348648854632 -5.934587418241242,-54.44005607003457 -5.290253511027433,-54.44208899063622 -5.152296881677412,-54.508871005386155 -4.592196269481173,-54.58703018672546 -4.163575236802817,-54.62930719231964 -3.71950813446775,-54.653474193245664 -3.43500577881239,-54.71056642340699 -3.261760931903196,-54.731867446653695 -3.034465839671177,-54.68998215904206 -2.856188000692947,-54.67556704592107 -2.751506501867389,-54.64284080939502 -2.561876596092206));ST_MultiLineString
41;Estrada de Ferro Trombetas- Miner. Rio do Norte SA;1978-07-05T00:00:00.000Z;Estrada de ferro com cunho industrial;35;BITOLA METRICA;Bauxita;EFT;;VALE;EF9000TB;Ferrovia;1.000;FERROVIA COM TRÁFEGO SUSPENSO;9003EFTB;MULTILINESTRING((-55.99236863784386 -1.782628475601534,-55.844909820306846 -1.495914132044534,-55.820331652275655 -1.258342987450173));ST_MultiLineString
42;Serra do Navio - Porto Santana;1953-03-20T00:00:00.000Z;Operação dividido entre terceirizados sob fiscalização ICOMI-Ind. e Com. de Minérios S.A;11;BITOLA NORMAL;Minério de manganês, ferro-silício, dormentes e areia;EFA;;MMX Logística;EF-401;Ferrovia;1.435;FERROVIA EM TRAFEGO;401FAP0110;MULTILINESTRING((-51.174838278323236 -0.104544372558778,-51.18207331923968 -0.049671067008466,-51.180968312830196 -0.032237969896577,-51.18065431098318 -0.013874867559718,-51.17683728912389 -0.006494826422586,-51.15004013568093 0.012365278790434,-51.13027502264877 0.059748543498656));ST_MultiLineString
43;Ferrovia Tereza Cristina;1997-02-01T00:00:00.000Z;Sem Observação;11;BITOLA METRICA;Carvão mineral tipo energético da Usina Termoeléctrica GERASUL;FTC;;Ferrovia Tereza Cristina S. A.;EF-488;Ferrovia;1.000;FERROVIA EM TRAFEGO;488FSC0100;MULTILINESTRING((-49.413196199910026 -28.672664890378513,-49.42425414702003 -28.64183679435685,-49.41988606767692 -28.629781784756823,-49.42710301304948 -28.60475971237636,-49.42488897125254 -28.598254706698643,-49.43038293720291 -28.58101065509606,-49.4340699509323 -28.5783056379222,-49.4453200104253 -28.57432359393437,-49.451366035484526 -28.570508566996857,-49.4548250400603 -28.565958546924357,-49.45541302985211 -28.562519538262418,-49.44989694505563 -28.55096753321107,-49.4505309228623 -28.54453951849725,-49.45932689775685 -28.524026449777786,-49.45091980329006 -28.514837458589604));ST_MultiLineString
44;Ferrovia Tereza Cristina;1997-02-01T00:00:00.000Z;Sem Observação;5;BITOLA METRICA;Carvão mineral tipo energético da Usina Termoeléctrica GERASUL;FTC;;Ferrovia Tereza Cristina S. A.;EF-488;Ferrovia;1.000;FERROVIA EM TRAFEGO;488FSC0090;MULTILINESTRING((-49.37016593100296 -28.67797603937523,-49.40779822969729 -28.688658939073814,-49.413196199910026 -28.672664890378513));ST_MultiLineString
1897;Expresso Guimarães Rosa;2001-01-01T00:00:00.000Z;Belo Horizonte -Curitiba;131;BITOLA LARGA;S/INFOR;EGR;;VALEC;EF-333;Ferrovia;1.600;FERROVIA PLANEJADA;333FSP0170;MULTILINESTRING((-48.84706234700062 -24.51330905471721,-48.04919335257996 -23.589570772576533));ST_MultiLineString
45;Ferrovia Tereza Cristina;1997-02-01T00:00:00.000Z;Sem Observação;10;BITOLA METRICA;Carvão mineral tipo energético da Usina Termoeléctrica GERASUL;FTC;;Ferrovia Tereza Cristina S. A.;EF-488;Ferrovia;1.000;FERROVIA EM TRAFEGO;488FSC0080;MULTILINESTRING((-49.30044160744085 -28.713810334214514,-49.309275683896026 -28.71781831363114,-49.32261277039134 -28.71689226885311,-49.32934080463068 -28.71416124182389,-49.334642819891606 -28.709182214981805,-49.341850810604406 -28.695164164271993,-49.36282088744071 -28.679454065924503,-49.37016593100296 -28.67797603937523));ST_MultiLineString
709;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;15;BITOLA METRICA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;LIG005;Ferrovia;1.000;FERROVIA EM TRAFEGO;005LIG001;MULTILINESTRING((-48.03863502526915 -24.634996611304285,-48.141479028770675 -24.73073858478184));ST_MultiLineString
46;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;12;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSC2340;MULTILINESTRING((-50.321718760779575 -27.815152291264344,-50.306522520706 -27.780271270045247,-50.305061370258294 -27.745125204476768,-50.30871129837921 -27.72115714494076));ST_MultiLineString
47;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;8;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSC2330;MULTILINESTRING((-50.30871129837921 -27.72115714494076,-50.30887320444342 -27.69738409676772,-50.326205177446745 -27.662060971017358));ST_MultiLineString
48;América Latina Logística do Brasil;1997-03-01T00:00:00.000Z;Trecho sub-utilizado da América Latina Logística;12;BITOLA METRICA;Farelo de soja, derivados de petróleo, álcool, arroz, adubo e soja;ALL;;América Latina Logística Malha Sul S.A.;EF-116;Ferrovia;1.000;FERROVIA EM TRAFEGO;116FSC2300;MULTILINESTRING((-50.314979217161145 -27.43841755315671,-50.31553220077969 -27.433339541044845,-50.314052167516316 -27.42736053346343,-50.28311978297821 -27.381193535736635,-50.283818767251006 -27.37602052291792,-50.29325280917912 -27.370934482943266,-50.29923981978063 -27.3636304491975,-50.310593876564845 -27.359126404416507));ST_MultiLineString
49;Ferrovia Tereza Cristina;1997-02-01T00:00:00.000Z;Sem Observação;12;BITOLA METRICA;Carvão mineral tipo energético da Usina Termoeléctrica GERASUL;FTC;;Ferrovia Tereza Cristina S. A.;EF-488;Ferrovia;1.000;FERROVIA EM TRAFEGO;488FSC0070;MULTILINESTRING((-49.18814976168606 -28.69345465525481,-49.207747932044576 -28.70248761013127,-49.220714028440284 -28.704521572463765,-49.244685187784 -28.70373349382583,-49.25480726180584 -28.705034463830398,-49.27439343664489 -28.715192420792,-49.30044160744085 -28.713810334214514));ST_MultiLineString
50;Ferrovia Tereza Cristina;1997-02-01T00:00:00.000Z;Sem Observação;8;BITOLA METRICA;Carvão mineral tipo energético da Usina Termoeléctrica GERASUL;FTC;;Ferrovia Tereza Cristina S. A.;EF-488;Ferrovia;1.000;FERROVIA EM TRAFEGO;488FSC0060;MULTILINESTRING((-49.094993033086055 -28.67026190815781,-49.101443077009435 -28.670278887515988,-49.11552416609839 -28.668670839173657,-49.169064595832424 -28.684671699159395,-49.18814976168606 -28.69345465525481));ST_MultiLineString
51;Ferrovia Tereza Cristina;1997-02-01T00:00:00.000Z;Sem Observação;10;BITOLA METRICA;Carvão mineral tipo energético da Usina Termoeléctrica GERASUL;FTC;;Ferrovia Tereza Cristina S. A.;EF-488;Ferrovia;1.000;FERROVIA EM TRAFEGO;488FSC0050;MULTILINESTRING((-49.02599133842371 -28.61548101954902,-49.05548069707751 -28.653926002161793,-49.073937873959025 -28.66639296792375,-49.08271994657432 -28.66952094601728,-49.094993033086055 -28.67026190815781));ST_MultiLineString
52;Ferrovia Tereza Cristina;1997-02-01T00:00:00.000Z;Sem Observação;17;BITOLA METRICA;Carvão mineral tipo energético da Usina Termoeléctrica GERASUL;FTC;;Ferrovia Tereza Cristina S. A.;EF-488;Ferrovia;1.000;FERROVIA EM TRAFEGO;488FSC0040;MULTILINESTRING((-49.00178567193053 -28.492819849464603,-49.010785798136645 -28.508753853071127,-49.012490828549325 -28.51336385696458,-49.01187489186174 -28.529890892327035,-49.00750494912677 -28.55116994920806,-49.0114750600494 -28.571673977867448,-49.00630011856744 -28.594553040426177,-49.00823316010828 -28.601476048170124,-49.02599133842371 -28.61548101954902));ST_MultiLineString
53;Ferrovia Tereza Cristina;1997-02-01T00:00:00.000Z;Sem Observação;4;BITOLA METRICA;Carvão mineral tipo energético da Usina Termoeléctrica GERASUL;FTC;;Ferrovia Tereza Cristina S. A.;EF-488;Ferrovia;1.000;FERROVIA EM TRAFEGO;488FSC0030;MULTILINESTRING((-48.95821518172916 -28.445204891230343,-48.98237642715996 -28.46513885502917,-49.00738160535687 -28.46714677960218,-49.00178567193053 -28.492819849464603));ST_MultiLineString
54;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;17;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0090;MULTILINESTRING((-50.24680439321204 -20.284344440296085,-50.29063070314597 -20.29847938011124,-50.3045827856279 -20.296897342295217,-50.331615921229364 -20.284740241215452,-50.342001991543334 -20.28694122339861,-50.352480056311734 -20.28684319832943,-50.36304411612088 -20.284682166750947,-50.37173317509958 -20.286593152042485,-50.37963321749108 -20.28410512576329,-50.385958267005805 -20.287978122626832,-50.40125536252303 -20.288230087206948));ST_MultiLineString
55;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;14;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0110;MULTILINESTRING((-50.08743877120937 -20.42391324527126,-50.09069978327828 -20.42080322800737,-50.10459885361605 -20.414640176176952,-50.11019187373768 -20.409093145920217,-50.11671888691036 -20.398751098750466,-50.146032033993144 -20.38532498817714,-50.155487064449616 -20.374622932989084,-50.16091809331579 -20.372748914389987,-50.17375513838804 -20.359621843773088));ST_MultiLineString
56;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;12;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0120;MULTILINESTRING((-49.995834214962166 -20.430030481030744,-50.0059972762031 -20.429154454276674,-50.01963635860742 -20.428068418644546,-50.02702238724358 -20.421483380919785,-50.04465351286672 -20.427267356934824,-50.05284456048607 -20.42592833342082,-50.06729065259954 -20.426624301331216,-50.08107773023818 -20.423445258910327,-50.08743877120937 -20.42391324527126));ST_MultiLineString
57;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;11;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0130;MULTILINESTRING((-49.89376163040844 -20.450574785864777,-49.908466709200724 -20.445546735570808,-49.915766754400735 -20.44533971766085,-49.92506183520191 -20.453805721746075,-49.930461871680535 -20.454797712016255,-49.93698090771329 -20.45299369102659,-49.94677695360475 -20.447189649965324,-49.95769301742566 -20.445486618879283,-49.97319805522009 -20.423234513686968,-49.995834214962166 -20.430030481030744));ST_MultiLineString
58;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;8;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0180;MULTILINESTRING((-49.58402144473215 -20.735740400372034,-49.591501482436016 -20.73219137160206,-49.605722524205156 -20.714349282763692,-49.61962061094528 -20.713964248435897,-49.63329367584977 -20.706010191355684,-49.64710875520114 -20.70309614944761,-49.65375377993908 -20.696711113964398,-49.66289882641498 -20.692543079341704,-49.69100598611022 -20.686017992265693));ST_MultiLineString
59;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;22;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0190;MULTILINESTRING((-49.52152327599797 -20.81962980770277,-49.52358928110199 -20.81668279370306,-49.53087030644241 -20.809013752715224,-49.539696359196995 -20.807864728070673,-49.54257837227363 -20.80595671531372,-49.544000355654475 -20.79648568280709,-49.54702736154579 -20.791580660492027,-49.55226238246437 -20.78706663410046,-49.5607824338846 -20.786150610916952,-49.56487445449815 -20.78420159514452,-49.56720345911136 -20.780458578073738,-49.571712410938964 -20.752060479973352,-49.573341413667556 -20.749254467450317,-49.57546442171812 -20.747263456255943,-49.57932343655887 -20.74372143614546,-49.58402144473215 -20.735740400372034));ST_MultiLineString
60;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;7,578;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0170;MULTILINESTRING((-49.69100598611022 -20.686017992265693,-49.697906972183155 -20.664675910206785,-49.69817793431762 -20.64995486427376,-49.709647943386294 -20.626417764521253,-49.709476927494315 -20.620896747924032));ST_MultiLineString
61;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;9,953;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0160;MULTILINESTRING((-49.709476927494315 -20.620896747924032,-49.70145483748556 -20.60617772163272,-49.70206383080639 -20.602253708086323,-49.71082386314882 -20.593728660988482,-49.71307886180998 -20.587925637735637,-49.71153082384895 -20.577386608894205,-49.72313184621572 -20.5584385228817,-49.72510781918448 -20.54366847258025,-49.7274438251116 -20.540382456891976));ST_MultiLineString
62;Ferrovias Bandeirantes S.A.;1999-01-01T00:00:00.000Z;Sem Observação;14;BITOLA LARGA;Derivados de petróleo, adubos, grãos, minerais e pellets;FERROBAN;;ALL - América Latina Logística Malha Paulista S.A.;EF-364;Ferrovia;1.600;FERROVIA EM TRAFEGO;364FSP0150;MULTILINESTRING((-49.7274438251116 -20.540382456891976,-49.74014688632016 -20.533366405115153,-49.753326970079414 -20.533679374848568,-49.76394902812441 -20.53039633953853,-49.77305009204183 -20.532898325688077,-49.78327915497418 -20.532380299839183,-49.801679260022134 -20.528409243965715,-49.807724290282586 -20.525517220716306,-49.81344831893566 -20.522780198707128,-49.81579832614535 -20.51995218441781,-49.8044711846572 -20.493601129954236,-49.80407116870723 -20.488561115337284));ST_MultiLineString
